"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AT001","Vienna","GDP_PC","GDP per capita","2010","2010","USD","US Dollar","0","units","2005","2005",40106.71,,
"AT001","Vienna","GDP_PC","GDP per capita","2011","2011","USD","US Dollar","0","units","2005","2005",,,
"AT001","Vienna","GDP_PC","GDP per capita","2012","2012","USD","US Dollar","0","units","2005","2005",,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2000","2000","PC","Percentage","0","units",,,36.45,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2001","2001","PC","Percentage","0","units",,,36.33,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2002","2002","PC","Percentage","0","units",,,36.64,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2003","2003","PC","Percentage","0","units",,,36.24,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2004","2004","PC","Percentage","0","units",,,36.14,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2005","2005","PC","Percentage","0","units",,,36.01,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2006","2006","PC","Percentage","0","units",,,36.14,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2007","2007","PC","Percentage","0","units",,,35.88,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2008","2008","PC","Percentage","0","units",,,35.98,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2009","2009","PC","Percentage","0","units",,,36.17,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2010","2010","PC","Percentage","0","units",,,36.3,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2011","2011","PC","Percentage","0","units",,,,,
"AT001","Vienna","GDP_SHARE","GDP of the metropolitan area as % of national value","2012","2012","PC","Percentage","0","units",,,,,
"AT002","Graz","GDP","GDP","2000","2000","USD","US Dollar","6","millions","2005","2005",17856.83,,
"AT002","Graz","GDP","GDP","2001","2001","USD","US Dollar","6","millions","2005","2005",17974.97,,
"AT002","Graz","GDP","GDP","2002","2002","USD","US Dollar","6","millions","2005","2005",18048.13,,
"AT002","Graz","GDP","GDP","2003","2003","USD","US Dollar","6","millions","2005","2005",18793.22,,
"AT002","Graz","GDP","GDP","2004","2004","USD","US Dollar","6","millions","2005","2005",19482.27,,
"AT002","Graz","GDP","GDP","2005","2005","USD","US Dollar","6","millions","2005","2005",20008.29,,
"AT002","Graz","GDP","GDP","2006","2006","USD","US Dollar","6","millions","2005","2005",20352.49,,
"AT002","Graz","GDP","GDP","2007","2007","USD","US Dollar","6","millions","2005","2005",21054.94,,
"AT002","Graz","GDP","GDP","2008","2008","USD","US Dollar","6","millions","2005","2005",21265.26,,
"AT002","Graz","GDP","GDP","2009","2009","USD","US Dollar","6","millions","2005","2005",20297.06,,
"AT002","Graz","GDP","GDP","2010","2010","USD","US Dollar","6","millions","2005","2005",20867.34,,
"AT002","Graz","GDP","GDP","2011","2011","USD","US Dollar","6","millions","2005","2005",,,
"AT002","Graz","GDP","GDP","2012","2012","USD","US Dollar","6","millions","2005","2005",,,
"AT002","Graz","GDP_PC","GDP per capita","2000","2000","USD","US Dollar","0","units","2005","2005",32284.12,,
"AT002","Graz","GDP_PC","GDP per capita","2001","2001","USD","US Dollar","0","units","2005","2005",32199.25,,
"AT002","Graz","GDP_PC","GDP per capita","2002","2002","USD","US Dollar","0","units","2005","2005",32031.46,,
"AT002","Graz","GDP_PC","GDP per capita","2003","2003","USD","US Dollar","0","units","2005","2005",33042.45,,
"AT002","Graz","GDP_PC","GDP per capita","2004","2004","USD","US Dollar","0","units","2005","2005",33932.43,,
"AT002","Graz","GDP_PC","GDP per capita","2005","2005","USD","US Dollar","0","units","2005","2005",34518.47,,
"AT002","Graz","GDP_PC","GDP per capita","2006","2006","USD","US Dollar","0","units","2005","2005",34779.16,,
"AT002","Graz","GDP_PC","GDP per capita","2007","2007","USD","US Dollar","0","units","2005","2005",35634.21,,
"AT002","Graz","GDP_PC","GDP per capita","2008","2008","USD","US Dollar","0","units","2005","2005",35643.12,,
"AT002","Graz","GDP_PC","GDP per capita","2009","2009","USD","US Dollar","0","units","2005","2005",33690.02,,
"AT002","Graz","GDP_PC","GDP per capita","2010","2010","USD","US Dollar","0","units","2005","2005",34297.59,,
"AT002","Graz","GDP_PC","GDP per capita","2011","2011","USD","US Dollar","0","units","2005","2005",,,
"AT002","Graz","GDP_PC","GDP per capita","2012","2012","USD","US Dollar","0","units","2005","2005",,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2000","2000","PC","Percentage","0","units",,,7.02,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2001","2001","PC","Percentage","0","units",,,7,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2002","2002","PC","Percentage","0","units",,,6.92,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2003","2003","PC","Percentage","0","units",,,7.14,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2004","2004","PC","Percentage","0","units",,,7.21,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2005","2005","PC","Percentage","0","units",,,7.23,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2006","2006","PC","Percentage","0","units",,,7.1,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2007","2007","PC","Percentage","0","units",,,7.08,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2008","2008","PC","Percentage","0","units",,,7.05,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2009","2009","PC","Percentage","0","units",,,7,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2010","2010","PC","Percentage","0","units",,,7.04,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2011","2011","PC","Percentage","0","units",,,,,
"AT002","Graz","GDP_SHARE","GDP of the metropolitan area as % of national value","2012","2012","PC","Percentage","0","units",,,,,
"AT003","Linz","GDP","GDP","2000","2000","USD","US Dollar","6","millions","2005","2005",19738.94,,
"AT003","Linz","GDP","GDP","2001","2001","USD","US Dollar","6","millions","2005","2005",20094.87,,
"AT003","Linz","GDP","GDP","2002","2002","USD","US Dollar","6","millions","2005","2005",20188.38,,
"AT003","Linz","GDP","GDP","2003","2003","USD","US Dollar","6","millions","2005","2005",20544.05,,
"AT003","Linz","GDP","GDP","2004","2004","USD","US Dollar","6","millions","2005","2005",20938.89,,
"AT003","Linz","GDP","GDP","2005","2005","USD","US Dollar","6","millions","2005","2005",21434.85,,
"AT003","Linz","GDP","GDP","2006","2006","USD","US Dollar","6","millions","2005","2005",22238.18,,
"AT003","Linz","GDP","GDP","2007","2007","USD","US Dollar","6","millions","2005","2005",22915.32,,
"AT003","Linz","GDP","GDP","2008","2008","USD","US Dollar","6","millions","2005","2005",23888.73,,
"AT003","Linz","GDP","GDP","2009","2009","USD","US Dollar","6","millions","2005","2005",22935.99,,
"AT003","Linz","GDP","GDP","2010","2010","USD","US Dollar","6","millions","2005","2005",23044.06,,
"AT003","Linz","GDP","GDP","2011","2011","USD","US Dollar","6","millions","2005","2005",,,
"AT003","Linz","GDP","GDP","2012","2012","USD","US Dollar","6","millions","2005","2005",,,
"AT003","Linz","GDP_PC","GDP per capita","2000","2000","USD","US Dollar","0","units","2005","2005",33890.66,,
"AT003","Linz","GDP_PC","GDP per capita","2001","2001","USD","US Dollar","0","units","2005","2005",34365.89,,
"AT003","Linz","GDP_PC","GDP per capita","2002","2002","USD","US Dollar","0","units","2005","2005",34389.19,,
"AT003","Linz","GDP_PC","GDP per capita","2003","2003","USD","US Dollar","0","units","2005","2005",34855.34,,
"AT003","Linz","GDP_PC","GDP per capita","2004","2004","USD","US Dollar","0","units","2005","2005",35382.53,,
"AT003","Linz","GDP_PC","GDP per capita","2005","2005","USD","US Dollar","0","units","2005","2005",36074.61,,
"AT003","Linz","GDP_PC","GDP per capita","2006","2006","USD","US Dollar","0","units","2005","2005",37275.11,,
"AT003","Linz","GDP_PC","GDP per capita","2007","2007","USD","US Dollar","0","units","2005","2005",38253.21,,
"AT003","Linz","GDP_PC","GDP per capita","2008","2008","USD","US Dollar","0","units","2005","2005",39714.94,,
"AT003","Linz","GDP_PC","GDP per capita","2009","2009","USD","US Dollar","0","units","2005","2005",37973.11,,
"AT003","Linz","GDP_PC","GDP per capita","2010","2010","USD","US Dollar","0","units","2005","2005",37994.28,,
"AT003","Linz","GDP_PC","GDP per capita","2011","2011","USD","US Dollar","0","units","2005","2005",,,
"AT003","Linz","GDP_PC","GDP per capita","2012","2012","USD","US Dollar","0","units","2005","2005",,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2000","2000","PC","Percentage","0","units",,,7.76,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2001","2001","PC","Percentage","0","units",,,7.83,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2002","2002","PC","Percentage","0","units",,,7.74,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2003","2003","PC","Percentage","0","units",,,7.8,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2004","2004","PC","Percentage","0","units",,,7.75,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2005","2005","PC","Percentage","0","units",,,7.75,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2006","2006","PC","Percentage","0","units",,,7.76,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2007","2007","PC","Percentage","0","units",,,7.71,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2008","2008","PC","Percentage","0","units",,,7.92,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2009","2009","PC","Percentage","0","units",,,7.91,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2010","2010","PC","Percentage","0","units",,,7.77,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2011","2011","PC","Percentage","0","units",,,,,
"AT003","Linz","GDP_SHARE","GDP of the metropolitan area as % of national value","2012","2012","PC","Percentage","0","units",,,,,
"AUT","Austria","GDP","GDP","2000","2000","USD","US Dollar","6","millions","2005","2005",254477.41,,
"AUT","Austria","GDP","GDP","2001","2001","USD","US Dollar","6","millions","2005","2005",256644.72,,
"AUT","Austria","GDP","GDP","2002","2002","USD","US Dollar","6","millions","2005","2005",260994.54,,
"AUT","Austria","GDP","GDP","2003","2003","USD","US Dollar","6","millions","2005","2005",263267.54,,
"AUT","Austria","GDP","GDP","2004","2004","USD","US Dollar","6","millions","2005","2005",270085.93,,
"AUT","Austria","GDP","GDP","2005","2005","USD","US Dollar","6","millions","2005","2005",276571.29,,
"AUT","Austria","GDP","GDP","2006","2006","USD","US Dollar","6","millions","2005","2005",286718.62,,
"AUT","Austria","GDP","GDP","2007","2007","USD","US Dollar","6","millions","2005","2005",297352.17,,
"AUT","Austria","GDP","GDP","2008","2008","USD","US Dollar","6","millions","2005","2005",301617.11,,
"AUT","Austria","GDP","GDP","2009","2009","USD","US Dollar","6","millions","2005","2005",289993.82,,
"AUT","Austria","GDP","GDP","2010","2010","USD","US Dollar","6","millions","2005","2005",296484.11,,
"AUT","Austria","GDP","GDP","2011","2011","USD","US Dollar","6","millions","2005","2005",,,
"AUT","Austria","GDP","GDP","2012","2012","USD","US Dollar","6","millions","2005","2005",,,
"AUT","Austria","GDP_PC","GDP per capita","2000","2000","USD","US Dollar","0","units","2005","2005",31800.99,,
"AUT","Austria","GDP_PC","GDP per capita","2001","2001","USD","US Dollar","0","units","2005","2005",31996.81,,
"AUT","Austria","GDP_PC","GDP per capita","2002","2002","USD","US Dollar","0","units","2005","2005",32366.84,,
"AUT","Austria","GDP_PC","GDP per capita","2003","2003","USD","US Dollar","0","units","2005","2005",32501.07,,
"AUT","Austria","GDP_PC","GDP per capita","2004","2004","USD","US Dollar","0","units","2005","2005",33169.6,,
"AUT","Austria","GDP_PC","GDP per capita","2005","2005","USD","US Dollar","0","units","2005","2005",33722.62,,
"AUT","Austria","GDP_PC","GDP per capita","2006","2006","USD","US Dollar","0","units","2005","2005",34735.68,,
"AUT","Austria","GDP_PC","GDP per capita","2007","2007","USD","US Dollar","0","units","2005","2005",35899.16,,
"AUT","Austria","GDP_PC","GDP per capita","2008","2008","USD","US Dollar","0","units","2005","2005",36258.19,,
"AUT","Austria","GDP_PC","GDP per capita","2009","2009","USD","US Dollar","0","units","2005","2005",34707.93,,
"AUT","Austria","GDP_PC","GDP per capita","2010","2010","USD","US Dollar","0","units","2005","2005",35399.86,,
"AUT","Austria","GDP_PC","GDP per capita","2011","2011","USD","US Dollar","0","units","2005","2005",,,
"AUT","Austria","GDP_PC","GDP per capita","2012","2012","USD","US Dollar","0","units","2005","2005",,,
"BE001","Brussels","GDP","GDP","2000","2000","USD","US Dollar","6","millions","2005","2005",96221.62,,
"BE001","Brussels","GDP","GDP","2001","2001","USD","US Dollar","6","millions","2005","2005",98120.84,,
"BE001","Brussels","GDP","GDP","2002","2002","USD","US Dollar","6","millions","2005","2005",99852.05,,
"BE001","Brussels","GDP","GDP","2003","2003","USD","US Dollar","6","millions","2005","2005",100304.73,,
"BE001","Brussels","GDP","GDP","2004","2004","USD","US Dollar","6","millions","2005","2005",103554.98,,
"BE001","Brussels","GDP","GDP","2005","2005","USD","US Dollar","6","millions","2005","2005",105593.43,,
"BE001","Brussels","GDP","GDP","2006","2006","USD","US Dollar","6","millions","2005","2005",107526.17,,
"BE001","Brussels","GDP","GDP","2007","2007","USD","US Dollar","6","millions","2005","2005",110106.89,,
"BE001","Brussels","GDP","GDP","2008","2008","USD","US Dollar","6","millions","2005","2005",111357.28,,
"BE001","Brussels","GDP","GDP","2009","2009","USD","US Dollar","6","millions","2005","2005",110282.35,,
"BE001","Brussels","GDP","GDP","2010","2010","USD","US Dollar","6","millions","2005","2005",113709.42,,
"BE001","Brussels","GDP","GDP","2011","2011","USD","US Dollar","6","millions","2005","2005",,,
"BE001","Brussels","GDP","GDP","2012","2012","USD","US Dollar","6","millions","2005","2005",,,
"BE001","Brussels","GDP_PC","GDP per capita","2000","2000","USD","US Dollar","0","units","2005","2005",42738.15,,
"BE001","Brussels","GDP_PC","GDP per capita","2001","2001","USD","US Dollar","0","units","2005","2005",43158.95,,
"BE001","Brussels","GDP_PC","GDP per capita","2002","2002","USD","US Dollar","0","units","2005","2005",43493,,
"BE001","Brussels","GDP_PC","GDP per capita","2003","2003","USD","US Dollar","0","units","2005","2005",43263.72,,
"BE001","Brussels","GDP_PC","GDP per capita","2004","2004","USD","US Dollar","0","units","2005","2005",44228.2,,
"BE001","Brussels","GDP_PC","GDP per capita","2005","2005","USD","US Dollar","0","units","2005","2005",44655.65,,
"BE001","Brussels","GDP_PC","GDP per capita","2006","2006","USD","US Dollar","0","units","2005","2005",45024.77,,
"BE001","Brussels","GDP_PC","GDP per capita","2007","2007","USD","US Dollar","0","units","2005","2005",45649.55,,
"BE001","Brussels","GDP_PC","GDP per capita","2008","2008","USD","US Dollar","0","units","2005","2005",45709.9,,
"BE001","Brussels","GDP_PC","GDP per capita","2009","2009","USD","US Dollar","0","units","2005","2005",44818.15,,
"BE001","Brussels","GDP_PC","GDP per capita","2010","2010","USD","US Dollar","0","units","2005","2005",45749.48,,
"BE001","Brussels","GDP_PC","GDP per capita","2011","2011","USD","US Dollar","0","units","2005","2005",,,
"BE001","Brussels","GDP_PC","GDP per capita","2012","2012","USD","US Dollar","0","units","2005","2005",,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2000","2000","PC","Percentage","0","units",,,30.92,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2001","2001","PC","Percentage","0","units",,,31.27,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2002","2002","PC","Percentage","0","units",,,31.4,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2003","2003","PC","Percentage","0","units",,,31.28,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2004","2004","PC","Percentage","0","units",,,31.26,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2005","2005","PC","Percentage","0","units",,,31.32,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2006","2006","PC","Percentage","0","units",,,31.07,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2007","2007","PC","Percentage","0","units",,,30.92,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2008","2008","PC","Percentage","0","units",,,30.97,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2009","2009","PC","Percentage","0","units",,,31.54,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2010","2010","PC","Percentage","0","units",,,31.76,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2011","2011","PC","Percentage","0","units",,,,,
"BE001","Brussels","GDP_SHARE","GDP of the metropolitan area as % of national value","2012","2012","PC","Percentage","0","units",,,,,
"BE002","Antwerp","GDP","GDP","2000","2000","USD","US Dollar","6","millions","2005","2005",34752.8,,
"BE002","Antwerp","GDP","GDP","2001","2001","USD","US Dollar","6","millions","2005","2005",34454.77,,
"BE002","Antwerp","GDP","GDP","2002","2002","USD","US Dollar","6","millions","2005","2005",35229.45,,
"BE002","Antwerp","GDP","GDP","2003","2003","USD","US Dollar","6","millions","2005","2005",35307.83,,
"BE002","Antwerp","GDP","GDP","2004","2004","USD","US Dollar","6","millions","2005","2005",36840.57,,
"BE002","Antwerp","GDP","GDP","2005","2005","USD","US Dollar","6","millions","2005","2005",37923.31,,
"BE002","Antwerp","GDP","GDP","2006","2006","USD","US Dollar","6","millions","2005","2005",38683.72,,
"BE002","Antwerp","GDP","GDP","2007","2007","USD","US Dollar","6","millions","2005","2005",39786.81,,
"BE002","Antwerp","GDP","GDP","2008","2008","USD","US Dollar","6","millions","2005","2005",40149.95,,
"BE002","Antwerp","GDP","GDP","2009","2009","USD","US Dollar","6","millions","2005","2005",38386.29,,
"BE002","Antwerp","GDP","GDP","2010","2010","USD","US Dollar","6","millions","2005","2005",39331.86,,
"BE002","Antwerp","GDP","GDP","2011","2011","USD","US Dollar","6","millions","2005","2005",,,
"BE002","Antwerp","GDP","GDP","2012","2012","USD","US Dollar","6","millions","2005","2005",,,
"BE002","Antwerp","GDP_PC","GDP per capita","2000","2000","USD","US Dollar","0","units","2005","2005",35190.6,,
"BE002","Antwerp","GDP_PC","GDP per capita","2001","2001","USD","US Dollar","0","units","2005","2005",34665.92,,
"BE002","Antwerp","GDP_PC","GDP per capita","2002","2002","USD","US Dollar","0","units","2005","2005",35218.35,,
"BE002","Antwerp","GDP_PC","GDP per capita","2003","2003","USD","US Dollar","0","units","2005","2005",35069.85,,
"BE002","Antwerp","GDP_PC","GDP per capita","2004","2004","USD","US Dollar","0","units","2005","2005",36356.59,,
"BE002","Antwerp","GDP_PC","GDP per capita","2005","2005","USD","US Dollar","0","units","2005","2005",37183.51,,
"BE002","Antwerp","GDP_PC","GDP per capita","2006","2006","USD","US Dollar","0","units","2005","2005",37683.67,,
"BE002","Antwerp","GDP_PC","GDP per capita","2007","2007","USD","US Dollar","0","units","2005","2005",38506.55,,
"BE002","Antwerp","GDP_PC","GDP per capita","2008","2008","USD","US Dollar","0","units","2005","2005",38605.43,,
"BE002","Antwerp","GDP_PC","GDP per capita","2009","2009","USD","US Dollar","0","units","2005","2005",36668.94,,
"BE002","Antwerp","GDP_PC","GDP per capita","2010","2010","USD","US Dollar","0","units","2005","2005",37326.5,,
"BE002","Antwerp","GDP_PC","GDP per capita","2011","2011","USD","US Dollar","0","units","2005","2005",,,
"BE002","Antwerp","GDP_PC","GDP per capita","2012","2012","USD","US Dollar","0","units","2005","2005",,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2000","2000","PC","Percentage","0","units",,,11.17,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2001","2001","PC","Percentage","0","units",,,10.98,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2002","2002","PC","Percentage","0","units",,,11.08,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2003","2003","PC","Percentage","0","units",,,11.01,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2004","2004","PC","Percentage","0","units",,,11.12,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2005","2005","PC","Percentage","0","units",,,11.25,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2006","2006","PC","Percentage","0","units",,,11.18,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2007","2007","PC","Percentage","0","units",,,11.17,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2008","2008","PC","Percentage","0","units",,,11.17,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2009","2009","PC","Percentage","0","units",,,10.98,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2010","2010","PC","Percentage","0","units",,,10.99,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2011","2011","PC","Percentage","0","units",,,,,
"BE002","Antwerp","GDP_SHARE","GDP of the metropolitan area as % of national value","2012","2012","PC","Percentage","0","units",,,,,
"BE003","Ghent","GDP","GDP","2000","2000","USD","US Dollar","6","millions","2005","2005",14256.29,,
"BE003","Ghent","GDP","GDP","2001","2001","USD","US Dollar","6","millions","2005","2005",14373.98,,
"BE003","Ghent","GDP","GDP","2002","2002","USD","US Dollar","6","millions","2005","2005",14732.45,,
"BE003","Ghent","GDP","GDP","2003","2003","USD","US Dollar","6","millions","2005","2005",14957.4,,
"BE003","Ghent","GDP","GDP","2004","2004","USD","US Dollar","6","millions","2005","2005",15498.74,,
"BE003","Ghent","GDP","GDP","2005","2005","USD","US Dollar","6","millions","2005","2005",15723.76,,
"BE003","Ghent","GDP","GDP","2006","2006","USD","US Dollar","6","millions","2005","2005",16209.69,,
"BE003","Ghent","GDP","GDP","2007","2007","USD","US Dollar","6","millions","2005","2005",16888.58,,
"BE003","Ghent","GDP","GDP","2008","2008","USD","US Dollar","6","millions","2005","2005",16956.11,,
"BE003","Ghent","GDP","GDP","2009","2009","USD","US Dollar","6","millions","2005","2005",16659.35,,
"BE003","Ghent","GDP","GDP","2010","2010","USD","US Dollar","6","millions","2005","2005",16933.11,,
"BE003","Ghent","GDP","GDP","2011","2011","USD","US Dollar","6","millions","2005","2005",,,
"BE003","Ghent","GDP","GDP","2012","2012","USD","US Dollar","6","millions","2005","2005",,,
"BE003","Ghent","GDP_PC","GDP per capita","2000","2000","USD","US Dollar","0","units","2005","2005",26432.74,,
"BE003","Ghent","GDP_PC","GDP per capita","2001","2001","USD","US Dollar","0","units","2005","2005",26475.72,,
"BE003","Ghent","GDP_PC","GDP per capita","2002","2002","USD","US Dollar","0","units","2005","2005",26957.28,,
"BE003","Ghent","GDP_PC","GDP per capita","2003","2003","USD","US Dollar","0","units","2005","2005",27188.2,,
"BE003","Ghent","GDP_PC","GDP per capita","2004","2004","USD","US Dollar","0","units","2005","2005",27985.96,,
"BE003","Ghent","GDP_PC","GDP per capita","2005","2005","USD","US Dollar","0","units","2005","2005",28204.36,,
"BE003","Ghent","GDP_PC","GDP per capita","2006","2006","USD","US Dollar","0","units","2005","2005",28883.11,,
"BE003","Ghent","GDP_PC","GDP per capita","2007","2007","USD","US Dollar","0","units","2005","2005",29893.09,,
"BE003","Ghent","GDP_PC","GDP per capita","2008","2008","USD","US Dollar","0","units","2005","2005",29813.1,,
"BE003","Ghent","GDP_PC","GDP per capita","2009","2009","USD","US Dollar","0","units","2005","2005",29096.24,,
"BE003","Ghent","GDP_PC","GDP per capita","2010","2010","USD","US Dollar","0","units","2005","2005",29376.94,,
"BE003","Ghent","GDP_PC","GDP per capita","2011","2011","USD","US Dollar","0","units","2005","2005",,,
"BE003","Ghent","GDP_PC","GDP per capita","2012","2012","USD","US Dollar","0","units","2005","2005",,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as % of national value","2000","2000","PC","Percentage","0","units",,,4.58,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as % of national value","2001","2001","PC","Percentage","0","units",,,4.58,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as % of national value","2002","2002","PC","Percentage","0","units",,,4.63,,
"BE003","Ghent","GDP_SHARE","GDP of the metropolitan area as % of national value","2003","2003","PC","Percentage","0","units",,,4.66,,
