ClusterID	AllPeople	d_Work	AgricultHF	Manufact	Construct	HotelRest	FinanceInt	RealEstate	Admin	Education	Income	NetIncome	NIncBH	NIncAH	Households	CarsVans	Dwellings	OccuDwell	UnDwell	UnSecDwell	Employed	Managers	Profess	technical	Admin2	SkillTrd	Service	Sales	plant	Basic	Coach	Train	Patents	Morphology
221	65895	155.58	189	3241	1721	1231	2399	7565	1392	3234	23286190	17573250	14962410	13306300	27379	35054	27940	27376	564	75	34300	7423	6930	5838	4030	2306	2005	1950	1289	2529	0	2	87	10
222	72994	154.41	237	5126	2794	1503	1390	5784	1831	2181	20300300	15643270	12857620	11172970	29677	37615	30183	29683	500	31	36996	5933	3634	5035	5731	3958	2510	3057	2829	4309	15	2	73	13
225	181034	402.91	552	9556	4429	4251	1516	13446	2984	15109	45602000	36639710	33433410	28766910	70667	74996	72791	70657	2134	357	84112	11709	17721	12922	9784	7301	5352	5482	4200	9641	11	2	457	3003028
226	103675	256.17	458	5853	3818	2082	6071	7522	3001	4177	30692490	23739110	19459420	17143200	43451	54724	44461	43454	1007	56	53393	8934	6670	8092	8737	5119	3130	3891	3269	5551	1	1	0	15
229	65395	103.93	186	6024	2538	1331	1420	3906	1366	1690	16837980	13099510	10868700	9031920	27535	30790	28074	27535	539	36	32335	4075	2520	3933	4849	4028	2142	2635	3385	4768	7	2	0	9
240	66944	147.97	299	5176	2248	1312	1918	4834	2073	2022	17168430	14011520	12321120	10493480	26462	32889	26964	26459	505	33	35164	5545	3196	5258	5109	4053	2431	2746	2623	4203	0	2	114	11
245	109885	157.09	370	8616	3755	2192	3263	5432	3731	2978	21197590	17466100	15982490	13711900	45760	51432	46994	45765	1229	54	52525	6273	4351	7327	8361	6080	3655	4563	5252	6663	4	1	102	15
251	111925	244.79	455	8235	3014	2693	3622	7422	4338	4687	24571430	20062540	19101430	16516620	49013	55827	50828	49006	1822	223	53882	7973	7211	8434	8029	5099	3167	4362	3715	5892	5	1	266	1020
255	242153	389.22	447	21191	8654	5136	3704	13955	4240	7685	55477460	43846940	35737770	31409260	94048	105870	96117	94047	2070	136	111237	14854	9422	13196	15643	14228	7590	8969	13014	14321	6	3	208	1029
257	79715	178.22	236	6263	3211	1516	1908	5547	2019	2207	20344230	15952100	13520200	11446890	32749	38005	33252	32754	498	21	39576	5585	3777	5435	5602	4609	2680	3562	3095	5231	1	1	103	13
260	95048	225.76	328	4860	3212	2005	2784	5004	4435	3750	23596270	18592500	15703480	13806380	38816	41647	39941	38813	1128	78	45108	6262	4522	7655	5596	4831	3650	3955	3218	5419	3	2	36	2012
266	68875	177.12	196	6309	2226	1239	1900	5214	1445	2726	19225340	14908090	12676620	10955620	29048	33934	29672	29052	620	48	34024	5642	4801	4649	4346	3387	2173	2404	2845	3777	6	3	81	11
275	81641	215.54	1448	6987	2877	1860	754	3058	2417	2744	16044750	13272490	11836900	10410970	34603	40320	35607	34608	999	115	38370	5094	3203	4764	4395	5550	2955	3158	3908	5343	2	1	68	8001007
279	154478	216.68	454	11636	4331	2976	4631	12539	3409	6030	40995340	33368680	29204570	24357400	61797	76287	64121	61804	2317	144	80916	12862	8892	10676	12312	7360	4130	7408	6342	10934	2	2	206	16
284	163268	329.35	1062	9208	5877	3672	4931	8071	3575	4402	40609750	31956760	26774680	23827450	69074	77988	71702	69077	2625	259	77426	10446	7884	9755	10677	9540	5234	6934	6764	10192	1	3	159	5001021
286	125940	275.59	539	8435	3817	2245	1777	9014	3415	5337	31937760	25044450	20641010	18333320	50783	59270	52346	50786	1560	113	59403	9012	7507	8035	7879	6344	3897	4939	4874	6916	1	2	114	1005013
288	105040	257.72	516	8916	2899	2309	1562	6295	3228	4359	23460490	18939430	16248530	14610260	43728	53006	44946	43727	1219	122	52974	8213	6209	6845	6632	5849	3380	4389	4117	7340	2	2	99	2002015
290	163483.000855	339.520003	788.000004	8735.000073	3718.000026	3468.000018	1753.000019	16067.000103	2867.000018	14033.00006	44668030.295	34334240.2175	29730130.17889	25675900.15786	65146.000351	71760.00049	67110.000361	65145.000351	1965.000011	297.000002	78076.000491	11462.00009	19231.0001	11159.000072	8944.000071	6632.000048	4691.000022	4500.000029	3589.000024	7868.000034	9	2	1538.99	2006020
295	226233	467.43	877	18900	7634	4607	7346	13772	4630	7978	47519050	38835080	33619650	29891060	93708	111205	96902	93718	3184	276	112853	17992	11143	14206	15906	12542	7341	8427	9990	15306	7	1	195	6005024
300	56446	79.86	217	5276	1323	1289	801	4722	1118	2271	12175370	9917190	9001300	7926000	23832	27757	24511	23832	679	48	27892	4197	4009	3861	3640	2788	1764	2075	2319	3239	0	1	80	7
301	68247	112.4	245	9838	2157	1213	1062	3868	1394	1977	14352610	11602840	9921790	8683640	27393	33689	28361	27397	964	49	34896	4855	2894	4024	4378	4931	2234	2541	4615	4424	0	0	126	10
309	61384	145.07	238	5871	1715	1347	756	3374	1238	2455	12939090	10595690	9319920	8403000	25872	29877	26756	25869	887	114	29880	4212	3277	3693	3896	3329	1955	2070	2714	4734	3	1	90	12
310	62313	102.52	300	8083	1814	1199	632	2974	1212	1901	12836160	10445340	8872450	8038770	25730	31423	26427	25733	694	39	30353	4159	2297	3474	3501	4318	2351	2402	3912	3939	0	1	59	9
324	68611	174.26	266	4755	2260	1924	661	2595	1289	1535	14275750	11659000	9919580	8776370	29565	29420	30997	29564	1433	173	27812	3087	1832	2967	3071	4138	2420	2514	3520	4263	3	3	65	11
325	489722	545.42	1535	48084	11618	10006	8210	22342	8985	18274	92416870	77131520	66394080	60622050	199467	209880	205452	199463	5989	220	217629	26711	21120	25739	28747	27743	14802	17179	25040	30548	8	6	615	2003043
332	147196	294.26	722	11270	3878	2989	4815	7655	3715	4251	35102840	27891650	23595750	20582350	61972	65528	64610	61973	2637	172	68657	9380	6165	8642	9773	7511	4642	6330	6549	9665	3	1	151	1002019
333	54283	92.01	136	6639	1796	1276	875	2682	908	1523	10885560	8761140	7081400	6280250	20652	26125	20886	20655	231	15	27245	3614	1679	2835	3487	3724	1548	2318	3810	4230	0	1	22	7
335	2447167	2138.31	5318	211537	67054	46169	41006	113555	44739	79755	441538080	372215150	324998840	287546490	987794	987783	1021554	987810	33744	1226	1009575	131709	100508	118765	139357	128457	66562	77240	117290	129687	21	78	2218	14009173
340	507603	702.82	1487	49543	13494	9288	8524	21620	10390	18982	91158700	75488750	65135830	58333330	202215	213285	208940	202213	6727	328	226695	28612	22556	27180	29542	26754	14996	18515	28328	30212	3	4	367	1007057
348	277242.998057	708.519995	2115.999994	17579.999877	9945.99994	6491.999947	10334.999867	14020.999875	6471.99993	9959.999934	70396169.40829	55657619.55376	46809329.61863	40987089.67564	119933.999189	135832.998919	124432.999169	119930.999189	4501.99998	615.999997	129572.998974	17545.999817	14048.999868	17790.999816	16550.999846	16181.999906	8815.999941	11958.999914	9992.99995	16685.999916	7	6	380.99	14009029
349	72825	150.27	248	8052	3384	1422	992	3044	1742	2254	14990230	12266890	10098390	9143410	29211	36421	29835	29217	618	24	35145	4796	2358	4023	4390	5500	2359	2918	4262	4539	1	3	28	12
350	141711	328.76	681	17558	3833	2868	2018	7158	5615	4302	28216230	23159060	19732770	17510900	57163	65306	58740	57158	1582	81	66187	8773	5587	7746	8227	8018	3854	5146	9132	9704	1	3	173	1001025
354	79089	252.94	650	4654	2758	1997	894	3802	2713	3344	16551460	13610300	12156630	11012270	33589	38898	34587	33591	996	88	38012	5210	4296	5211	4741	4685	3022	3195	2885	4767	3	1	40	2002014
364	54036	82.5	186	5699	1652	1135	386	2330	740	1520	9744610	8133500	7059510	6404660	22093	22386	23140	22097	1043	31	23731	2940	1817	2479	2648	2987	1680	1874	3352	3954	0	0	33	8
372	263015	315.51	838	25893	6684	5709	3290	13877	4579	9478	49139650	40787270	35627070	32565960	108905	115351	115426	108902	6524	300	116112	16036	12968	15241	14256	13473	7891	9325	11691	15231	4	5	185	3004019
382	649522	1225.99	2030	46856	19416	13903	10104	34653	15423	26232	125051260	104025460	92909770	82007550	277179	274231	285313	277196	8117	359	287326	40451	34920	37843	37273	32013	18060	23197	26111	37458	8	17	566	9013076
391	409876	602.23	1511	45190	12802	7842	4342	14751	6428	12219	78536350	65993840	57354660	51896400	174699	181007	181656	174699	6957	174	177667	20762	13100	19019	19601	30344	12901	14811	22287	24842	2	6	205	6002048
398	91077	233.97	546	8209	2291	2001	1020	3843	1707	3040	18335400	15182610	12923020	11525750	37890	42169	39342	37887	1455	40	41795	5560	3738	4851	4821	5439	3269	3651	4177	6289	2	2	59	2017
406	79134	182.07	301	6386	2956	1639	774	2593	1727	2008	13447050	11346950	10228590	9055710	33627	33322	35494	33627	1867	49	32776	3709	1846	3643	3820	4722	2652	3016	4212	5156	1	2	42	16
414	89456	321.24	471	5907	1900	2736	2741	5338	2076	3364	19737670	16274520	14450340	12949820	38637	41298	40443	38642	1801	147	41133	6366	6107	5831	4835	3812	2451	3911	2769	5051	2	2	46	1001019
417	82772	177.31	312	6580	2536	1592	897	3544	2143	2728	15849380	13145760	12014400	10677030	36447	38088	37862	36448	1414	46	36893	5234	3423	4717	5086	4305	2706	2822	3664	4936	1	1	53	2014
418	138166	384.29	1266	8995	4992	3242	1111	5566	4605	4507	25174470	21083020	18857630	16765100	58506	62154	60918	58498	2420	194	61701	7515	5480	8276	7281	7679	4739	5955	5800	8976	3	3	78	2008017
423	56945	151.56	436	6089	1539	1263	1239	4157	889	1813	13455680	11051010	9697130	8564930	24397	30024	25516	24400	1116	65	28688	4907	3742	4208	3365	2986	2149	1950	2198	3183	0	1	57	2001010
426	52942	138.1	149	5631	1531	1257	1151	2384	1212	1377	10947450	8908820	7338090	6510900	20923	24605	21433	20922	511	19	24774	2880	1934	3092	3266	2890	1697	2645	3187	3183	1	2	15	11
446	112718	161.72	317	8553	3356	2304	1649	6813	2457	3306	23760910	19489660	16619680	14595760	46461	52514	47642	46467	1175	38	54081	7536	5067	7104	7113	5372	3533	5867	4986	7503	0	2	76	13
449	1217761.001342	1288.790003	2335.000005	60849.000069	29712.000041	20897.00002	21790.000017	46736.000051	35306.000027	41185.000033	211993040.2071	179555270.17985	156805720.1526	139075580.13625	510238.000545	434563.000466	532016.000556	510230.000545	21786.000011	563	462966.000469	53610.000054	48723.000032	61332.000048	68247.000066	48779.000064	39319.000043	42054.000038	43442.000057	57460.000066	18	77	607.99	2106
451	836012	792.18	2159	61826	27602	17500	14706	35035	18439	31197	173510460	150853490	118924190	104997710	351023	336140	363333	351023	12310	436	357703	42924	37031	43186	44584	45142	26559	33125	37017	48135	9	13	910	2007057
453	199754	208.45	770	13237	7181	3855	2149	6919	4749	5979	39513680	34800160	27086860	24466390	83301	81454	86534	83301	3233	124	82927	9854	6011	9571	9465	10792	6660	8349	9453	12772	2	5	185	2013
456	102036	118.04	232	8189	3493	1964	877	3293	2130	2824	20070220	17609490	14135310	12376160	43688	39346	45463	43692	1771	41	41354	4131	2589	4394	4461	5909	3382	3660	5957	6871	1	2	49	11
459	154597	231.68	693	13677	4712	3241	1145	4931	2668	4493	30030650	26470690	20519860	18177530	64653	60891	67716	64649	3067	360	64892	7108	4710	7158	7006	8683	4704	5756	10103	9664	9	6	53	1003013
460	83817	98.53	374	9667	2623	1819	782	2483	1352	2243	16406890	14397280	11426810	10081050	35434	35612	36832	35434	1398	62	35882	3263	2443	3710	3899	4968	2511	2837	5520	6731	2	1	40	1008
461	2584602	2727	5916	187900	75455	52354	46459	134597	54441	90582	505329270	421468920	371439840	327943400	1083227	1062347	1137193	1083209	53984	1664	1127905	153185	119973	146607	152923	125290	83312	92803	111891	141921	38	100	2110	3006232
468	53213	45.31	91	5184	1279	849	2147	2041	830	1571	10607290	9331020	7127770	6562360	21978	18705	23424	21981	1443	63	22322	2687	2098	2722	2832	2705	1670	1663	3063	2882	0	0	31	5
470	144999	252.11	326	15667	2972	2509	1005	4584	2491	4417	24223960	20424480	17486130	16098690	56365	53370	59727	56361	3366	69	57187	7113	4831	6339	6916	7395	4758	4183	8428	7224	3	6	0	1000024
473	190674	442.79	886	15001	5193	3872	2655	8762	7500	6750	37458360	31199920	26900110	24082000	78423	83958	81007	78407	2600	94	86494	11088	9467	11045	12249	9853	5997	8268	7745	10782	4	3	122	2001035
475	89542	141.63	217	11176	1966	1624	966	2805	1642	2384	16249860	13597640	11805400	10746560	36796	33543	39802	36796	3006	46	38098	4565	2954	4360	4101	5157	3126	3252	5619	4964	1	5	0	1000014
476	350600	393.09	2227	28697	10655	7238	2899	13175	7483	11483	71511850	62486310	47765750	42524090	147977	132425	156752	147983	8769	300	146933	16473	12243	17654	18083	20793	10749	13049	15729	22160	8	5	183	1003028
478	1685831	1046.92	4488	131499	46832	34567	40864	81946	35997	62418	361782310	314575020	237044870	216967240	690684	675081	722062	690682	31380	1218	744177	101515	76420	95377	100460	84154	52780	63200	73129	97142	24	47	1199	5091
483	224150	465.95	789	10921	6079	9801	3216	8129	10289	5465	41265780	34944790	31915280	28501270	99768	92766	104442	99772	4670	494	93533	14043	6800	10910	14443	11138	8322	8254	7398	12225	4	5	0	2037
484	176972	285.97	1042	11251	5903	5711	4355	9271	5138	7960	43320300	36840580	28595940	25957440	76429	77760	78887	76430	2457	345	86302	12183	10294	11597	10670	9648	5997	8382	6613	10918	3	2	0	1004016
485	72979	194.52	484	3511	2025	2364	1969	5547	2422	2941	19750550	16738250	13149830	12055880	31817	37256	33163	31817	1346	192	36149	6707	4606	5793	4597	3627	2625	2708	1697	3789	2	4	63	13
486	112767	301.13	681	5514	3159	3091	1229	3610	2788	5338	20281190	17234890	15501120.0001	13767500	48544	47558	51134	48538	2596	211	47180	5732	5174	6053	5261	5723	4516	4523	3994	6204	10	5	85.99	2004016
499	85830	305.22	213	6143	2713	1883	1190	3279	2419	2465	15406910	13249810	11904740	10829000	37445	33969	39243	37440	1803	65	37146	4837	3373	4600	4702	4492	2671	4079	3478	4914	2	2	23	20
503	330973	815.42	586	21426	10639	6492	3487	11920	7787	10117	53485760	46426590	40291990	36616630	135546	120444	142944	135542	7402	173	128071	13563	10913	15992	15338	16077	10617	12711	13928	18932	7	9	94	55
515	86999	243.88	149	6807	3000	1608	633	2814	1866	2318	13697490	12005550	10651600	9747970	36736	29891	38673	36736	1937	64	32985	3213	2488	3857	3523	4665	2577	3464	4302	4896	2	2	20	16
525	100180	317.26	1388	7513	3406	2752	1097	3785	2696	2972	19678180	16251160	14463170	12750770	43748	45526	45840	43739	2101	154	46496	5698	3506	5304	5459	6174	3177	4276	6174	6728	1	4	0	7002013
527	1270942	2562.94	2799	81807	36777	26859	19087	51164	41805	41416	223250190	191169470	172895230	153626090	544320	451637	566146	544339	21807	828	525221	60093	51868	66677	73385	61342	38128	53122	51187	69419	153	18	559	5017146
