"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2002","2002","RATIO","Ratio","0","units",,,2.06,,
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2003","2003","RATIO","Ratio","0","units",,,2.39,,
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2004","2004","RATIO","Ratio","0","units",,,2.67,,
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2005","2005","RATIO","Ratio","0","units",,,2.6,,
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2006","2006","RATIO","Ratio","0","units",,,3.05,,
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2007","2007","RATIO","Ratio","0","units",,,2.53,,
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2008","2008","RATIO","Ratio","0","units",,,2.61,,
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2009","2009","RATIO","Ratio","0","units",,,,,
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2010","2010","RATIO","Ratio","0","units",,,,,
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2011","2011","RATIO","Ratio","0","units",,,,,
"AT002","Graz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2012","2012","RATIO","Ratio","0","units",,,,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2000","2000","PC","Percentage","0","units",,,10.95,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2001","2001","PC","Percentage","0","units",,,12.5,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2002","2002","PC","Percentage","0","units",,,13.4,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2003","2003","PC","Percentage","0","units",,,14.45,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2004","2004","PC","Percentage","0","units",,,14.21,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2005","2005","PC","Percentage","0","units",,,12.92,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2006","2006","PC","Percentage","0","units",,,13.63,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2007","2007","PC","Percentage","0","units",,,11.31,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2008","2008","PC","Percentage","0","units",,,13.13,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2009","2009","PC","Percentage","0","units",,,,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2010","2010","PC","Percentage","0","units",,,,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2011","2011","PC","Percentage","0","units",,,,,
"AT002","Graz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2012","2012","PC","Percentage","0","units",,,,,
"AT003","Linz","PCT","PCT patent applications","2000","2000","NBR","Number","0","units",,,60.77,,
"AT003","Linz","PCT","PCT patent applications","2001","2001","NBR","Number","0","units",,,68.87,,
"AT003","Linz","PCT","PCT patent applications","2002","2002","NBR","Number","0","units",,,78.43,,
"AT003","Linz","PCT","PCT patent applications","2003","2003","NBR","Number","0","units",,,84.54,,
"AT003","Linz","PCT","PCT patent applications","2004","2004","NBR","Number","0","units",,,80.44,,
"AT003","Linz","PCT","PCT patent applications","2005","2005","NBR","Number","0","units",,,101.61,,
"AT003","Linz","PCT","PCT patent applications","2006","2006","NBR","Number","0","units",,,99.52,,
"AT003","Linz","PCT","PCT patent applications","2007","2007","NBR","Number","0","units",,,118.84,,
"AT003","Linz","PCT","PCT patent applications","2008","2008","NBR","Number","0","units",,,122.42,,
"AT003","Linz","PCT","PCT patent applications","2009","2009","NBR","Number","0","units",,,,,
"AT003","Linz","PCT","PCT patent applications","2010","2010","NBR","Number","0","units",,,,,
"AT003","Linz","PCT","PCT patent applications","2011","2011","NBR","Number","0","units",,,,,
"AT003","Linz","PCT","PCT patent applications","2012","2012","NBR","Number","0","units",,,,,
"AT003","Linz","PCT_GROWTH","PCT patent applications annual average growth","2008","2008","GRWH","Growth rate","0","units",,,9.149,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2000","2000","RATIO","Ratio","0","units",,,1.04,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2001","2001","RATIO","Ratio","0","units",,,1.18,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2002","2002","RATIO","Ratio","0","units",,,1.34,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2003","2003","RATIO","Ratio","0","units",,,1.43,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2004","2004","RATIO","Ratio","0","units",,,1.36,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2005","2005","RATIO","Ratio","0","units",,,1.71,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2006","2006","RATIO","Ratio","0","units",,,1.67,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2007","2007","RATIO","Ratio","0","units",,,1.98,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2008","2008","RATIO","Ratio","0","units",,,2.04,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2009","2009","RATIO","Ratio","0","units",,,,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2010","2010","RATIO","Ratio","0","units",,,,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2011","2011","RATIO","Ratio","0","units",,,,,
"AT003","Linz","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2012","2012","RATIO","Ratio","0","units",,,,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2000","2000","PC","Percentage","0","units",,,7.84,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2001","2001","PC","Percentage","0","units",,,9.63,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2002","2002","PC","Percentage","0","units",,,9.06,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2003","2003","PC","Percentage","0","units",,,8.97,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2004","2004","PC","Percentage","0","units",,,7.47,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2005","2005","PC","Percentage","0","units",,,8.71,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2006","2006","PC","Percentage","0","units",,,7.6,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2007","2007","PC","Percentage","0","units",,,8.99,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2008","2008","PC","Percentage","0","units",,,10.31,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2009","2009","PC","Percentage","0","units",,,,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2010","2010","PC","Percentage","0","units",,,,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2011","2011","PC","Percentage","0","units",,,,,
"AT003","Linz","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2012","2012","PC","Percentage","0","units",,,,,
"AUT","Austria","PCT","PCT patent applications","2000","2000","NBR","Number","0","units",,,774.96,,
"AUT","Austria","PCT","PCT patent applications","2001","2001","NBR","Number","0","units",,,715.06,,
"AUT","Austria","PCT","PCT patent applications","2002","2002","NBR","Number","0","units",,,865.37,,
"AUT","Austria","PCT","PCT patent applications","2003","2003","NBR","Number","0","units",,,942.03,,
"AUT","Austria","PCT","PCT patent applications","2004","2004","NBR","Number","0","units",,,1076.71,,
"AUT","Austria","PCT","PCT patent applications","2005","2005","NBR","Number","0","units",,,1167.14,,
"AUT","Austria","PCT","PCT patent applications","2006","2006","NBR","Number","0","units",,,1309.49,,
"AUT","Austria","PCT","PCT patent applications","2007","2007","NBR","Number","0","units",,,1321.41,,
"AUT","Austria","PCT","PCT patent applications","2008","2008","NBR","Number","0","units",,,1187.3,,
"AUT","Austria","PCT","PCT patent applications","2009","2009","NBR","Number","0","units",,,,,
"AUT","Austria","PCT","PCT patent applications","2010","2010","NBR","Number","0","units",,,,,
"AUT","Austria","PCT","PCT patent applications","2011","2011","NBR","Number","0","units",,,,,
"AUT","Austria","PCT","PCT patent applications","2012","2012","NBR","Number","0","units",,,,,
"AUT","Austria","PCT_GROWTH","PCT patent applications annual average growth","2008","2008","GRWH","Growth rate","0","units",,,5.478,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2000","2000","RATIO","Ratio","0","units",,,0.97,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2001","2001","RATIO","Ratio","0","units",,,0.89,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2002","2002","RATIO","Ratio","0","units",,,1.07,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2003","2003","RATIO","Ratio","0","units",,,1.16,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2004","2004","RATIO","Ratio","0","units",,,1.32,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2005","2005","RATIO","Ratio","0","units",,,1.42,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2006","2006","RATIO","Ratio","0","units",,,1.59,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2007","2007","RATIO","Ratio","0","units",,,1.6,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2008","2008","RATIO","Ratio","0","units",,,1.43,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2009","2009","RATIO","Ratio","0","units",,,,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2010","2010","RATIO","Ratio","0","units",,,,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2011","2011","RATIO","Ratio","0","units",,,,,
"AUT","Austria","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2012","2012","RATIO","Ratio","0","units",,,,,
"BE001","Brussels","PCT","PCT patent applications","2000","2000","NBR","Number","0","units",,,278.36,,
"BE001","Brussels","PCT","PCT patent applications","2001","2001","NBR","Number","0","units",,,292.05,,
"BE001","Brussels","PCT","PCT patent applications","2002","2002","NBR","Number","0","units",,,238.23,,
"BE001","Brussels","PCT","PCT patent applications","2003","2003","NBR","Number","0","units",,,225.83,,
"BE001","Brussels","PCT","PCT patent applications","2004","2004","NBR","Number","0","units",,,277.77,,
"BE001","Brussels","PCT","PCT patent applications","2005","2005","NBR","Number","0","units",,,280.36,,
"BE001","Brussels","PCT","PCT patent applications","2006","2006","NBR","Number","0","units",,,291.16,,
"BE001","Brussels","PCT","PCT patent applications","2007","2007","NBR","Number","0","units",,,324.56,,
"BE001","Brussels","PCT","PCT patent applications","2008","2008","NBR","Number","0","units",,,300.99,,
"BE001","Brussels","PCT","PCT patent applications","2009","2009","NBR","Number","0","units",,,,,
"BE001","Brussels","PCT","PCT patent applications","2010","2010","NBR","Number","0","units",,,,,
"BE001","Brussels","PCT","PCT patent applications","2011","2011","NBR","Number","0","units",,,,,
"BE001","Brussels","PCT","PCT patent applications","2012","2012","NBR","Number","0","units",,,,,
"BE001","Brussels","PCT_GROWTH","PCT patent applications annual average growth","2008","2008","GRWH","Growth rate","0","units",,,0.982,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2000","2000","RATIO","Ratio","0","units",,,1.24,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2001","2001","RATIO","Ratio","0","units",,,1.28,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2002","2002","RATIO","Ratio","0","units",,,1.04,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2003","2003","RATIO","Ratio","0","units",,,0.97,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2004","2004","RATIO","Ratio","0","units",,,1.19,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2005","2005","RATIO","Ratio","0","units",,,1.19,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2006","2006","RATIO","Ratio","0","units",,,1.22,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2007","2007","RATIO","Ratio","0","units",,,1.35,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2008","2008","RATIO","Ratio","0","units",,,1.24,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2009","2009","RATIO","Ratio","0","units",,,,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2010","2010","RATIO","Ratio","0","units",,,,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2011","2011","RATIO","Ratio","0","units",,,,,
"BE001","Brussels","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2012","2012","RATIO","Ratio","0","units",,,,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2000","2000","PC","Percentage","0","units",,,34.54,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2001","2001","PC","Percentage","0","units",,,37.6,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2002","2002","PC","Percentage","0","units",,,29.73,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2003","2003","PC","Percentage","0","units",,,27.02,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2004","2004","PC","Percentage","0","units",,,28.53,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2005","2005","PC","Percentage","0","units",,,27.54,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2006","2006","PC","Percentage","0","units",,,26.55,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2007","2007","PC","Percentage","0","units",,,27.99,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2008","2008","PC","Percentage","0","units",,,27.68,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2009","2009","PC","Percentage","0","units",,,,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2010","2010","PC","Percentage","0","units",,,,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2011","2011","PC","Percentage","0","units",,,,,
"BE001","Brussels","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2012","2012","PC","Percentage","0","units",,,,,
"BE002","Antwerp","PCT","PCT patent applications","2000","2000","NBR","Number","0","units",,,61.81,,
"BE002","Antwerp","PCT","PCT patent applications","2001","2001","NBR","Number","0","units",,,69.33,,
"BE002","Antwerp","PCT","PCT patent applications","2002","2002","NBR","Number","0","units",,,88.63,,
"BE002","Antwerp","PCT","PCT patent applications","2003","2003","NBR","Number","0","units",,,73.62,,
"BE002","Antwerp","PCT","PCT patent applications","2004","2004","NBR","Number","0","units",,,94.34,,
"BE002","Antwerp","PCT","PCT patent applications","2005","2005","NBR","Number","0","units",,,165.55,,
"BE002","Antwerp","PCT","PCT patent applications","2006","2006","NBR","Number","0","units",,,153.41,,
"BE002","Antwerp","PCT","PCT patent applications","2007","2007","NBR","Number","0","units",,,133.53,,
"BE002","Antwerp","PCT","PCT patent applications","2008","2008","NBR","Number","0","units",,,112.67,,
"BE002","Antwerp","PCT","PCT patent applications","2009","2009","NBR","Number","0","units",,,,,
"BE002","Antwerp","PCT","PCT patent applications","2010","2010","NBR","Number","0","units",,,,,
"BE002","Antwerp","PCT","PCT patent applications","2011","2011","NBR","Number","0","units",,,,,
"BE002","Antwerp","PCT","PCT patent applications","2012","2012","NBR","Number","0","units",,,,,
"BE002","Antwerp","PCT_GROWTH","PCT patent applications annual average growth","2008","2008","GRWH","Growth rate","0","units",,,7.794,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2000","2000","RATIO","Ratio","0","units",,,0.63,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2001","2001","RATIO","Ratio","0","units",,,0.7,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2002","2002","RATIO","Ratio","0","units",,,0.89,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2003","2003","RATIO","Ratio","0","units",,,0.73,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2004","2004","RATIO","Ratio","0","units",,,0.93,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2005","2005","RATIO","Ratio","0","units",,,1.62,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2006","2006","RATIO","Ratio","0","units",,,1.49,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2007","2007","RATIO","Ratio","0","units",,,1.29,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2008","2008","RATIO","Ratio","0","units",,,1.08,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2009","2009","RATIO","Ratio","0","units",,,,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2010","2010","RATIO","Ratio","0","units",,,,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2011","2011","RATIO","Ratio","0","units",,,,,
"BE002","Antwerp","PCT_INTENSITY","PCT patents applications per 10,000 inhabitants","2012","2012","RATIO","Ratio","0","units",,,,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2000","2000","PC","Percentage","0","units",,,7.67,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2001","2001","PC","Percentage","0","units",,,8.93,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2002","2002","PC","Percentage","0","units",,,11.06,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2003","2003","PC","Percentage","0","units",,,8.81,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2004","2004","PC","Percentage","0","units",,,9.69,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2005","2005","PC","Percentage","0","units",,,16.26,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2006","2006","PC","Percentage","0","units",,,13.99,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2007","2007","PC","Percentage","0","units",,,11.51,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2008","2008","PC","Percentage","0","units",,,10.36,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2009","2009","PC","Percentage","0","units",,,,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2010","2010","PC","Percentage","0","units",,,,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2011","2011","PC","Percentage","0","units",,,,,
"BE002","Antwerp","PCT_SHARE","PCT patent applications of the metropolitan area as % of national value","2012","2012","PC","Percentage","0","units",,,,,
"BE003","Ghent","PCT","PCT patent applications","2000","2000","NBR","Number","0","units",,,69.99,,
"BE003","Ghent","PCT","PCT patent applications","2001","2001","NBR","Number","0","units",,,58.41,,
"BE003","Ghent","PCT","PCT patent applications","2002","2002","NBR","Number","0","units",,,73.1,,
"BE003","Ghent","PCT","PCT patent applications","2003","2003","NBR","Number","0","units",,,72.77,,
"BE003","Ghent","PCT","PCT patent applications","2004","2004","NBR","Number","0","units",,,89.89,,
"BE003","Ghent","PCT","PCT patent applications","2005","2005","NBR","Number","0","units",,,78.72,,
"BE003","Ghent","PCT","PCT patent applications","2006","2006","NBR","Number","0","units",,,92.49,,
"BE003","Ghent","PCT","PCT patent applications","2007","2007","NBR","Number","0","units",,,97.71,,
"BE003","Ghent","PCT","PCT patent applications","2008","2008","NBR","Number","0","units",,,91.48,,
