"Williamsport, PA",116754,116111,0.55,0 to 5,41.2411897,-77.0010786
"Anniston-Oxford-Jacksonville, AL",116736,118572,-1.55,-5 to 0,33.6598257,-85.8316318
"San Angelo, TX",116566,111823,4.24,0 to 5,31.4637723,-100.4370375
"Owensboro, KY",116401,114752,1.44,0 to 5,37.7719074,-87.1111676
"Morristown, TN",115197,113951,1.09,0 to 5,36.2139814,-83.2948922
"Sheboygan, WI",114922,115507,-0.51,-5 to 0,43.7508284,-87.71453
"Lawrence, KS",114322,110826,3.15,0 to 5,38.9716689,-95.2352501
"Brunswick, GA",113807,112370,1.28,0 to 5,31.1499528,-81.4914894
"Wenatchee, WA",113438,110884,2.3,0 to 5,47.4234599,-120.3103494
"Kankakee, IL",112120,113449,-1.17,-5 to 0,41.1200325,-87.8611531
"Missoula, MT",111807,109299,2.29,0 to 5,46.8625,-114.011667
"Michigan City-La Porte, IN",111281,111467,-0.17,-5 to 0,41.7075394,-86.8950297
"California-Lexington Park, MD",109633,105151,4.26,0 to 5,38.3004029,-76.5074542
"Decatur, IL",109278,110768,-1.35,-5 to 0,39.8403147,-88.9548001
"Sumter, SC",108123,107456,0.62,0 to 5,33.9204354,-80.3414693
"Lewiston-Auburn, ME",107604,107702,-0.09,-5 to 0,44.100351,-70.2147764
"The Villages, FL",107056,93420,14.6,10 to 15,28.927019,-82.0037608
"Bay City, MI",106832,107771,-0.87,-5 to 0,43.5944677,-83.8888647
"Lima, OH",105298,106331,-0.97,-5 to 0,40.742551,-84.1052256
"Gadsden, AL",103931,104430,-0.48,-5 to 0,34.014264,-86.0066386
"Ithaca, NY",103617,101564,2.02,0 to 5,42.4439614,-76.5018807
"Longview, WA",101860,102410,-0.54,-5 to 0,46.1381676,-122.9381672
"Fond du Lac, WI",101798,101633,0.16,0 to 5,43.7730448,-88.4470508
"Gettysburg, PA",101546,101407,0.14,0 to 5,39.8309293,-77.2310955
"Cumberland, MD-WV",101225,103299,-2.01,-5 to 0,39.6528654,-78.7625185
"Grand Forks, ND-MN",100748,98461,2.32,0 to 5,47.9252568,-97.0328547
"Fairbanks, AK",100436,97581,2.93,0 to 5,64.8377778,-147.7163889
"Mankato-North Mankato, MN",98560,96740,1.88,0 to 5,44.1635775,-93.9993996
"Manhattan, KS",98085,92719,5.79,5 to 10,39.1836082,-96.5716694
"Sebring, FL",97616,98786,-1.18,-5 to 0,27.495592,-81.440907
"Victoria, TX",97493,94003,3.71,0 to 5,28.8052674,-97.0035982
"Cape Girardeau, MO-IL",97439,96275,1.21,0 to 5,37.3058839,-89.5181476
"Hot Springs, AR",97173,96024,1.2,0 to 5,34.5037004,-93.0551795
"Ocean City, NJ",95897,97265,-1.41,-5 to 0,39.2776156,-74.5746001
"Rome, GA",95821,96317,-0.51,-5 to 0,34.257038,-85.1646726
"Pine Bluff, AR",95815,100258,-4.43,-5 to 0,34.2284312,-92.0031955
"Cheyenne, WY",95809,91738,4.44,0 to 5,41.1399814,-104.8202462
"Dubuque, IA",95697,93653,2.18,0 to 5,42.5005583,-90.6645718
"Parkersburg-Vienna, WV",92470,92673,-0.22,-5 to 0,39.2667418,-81.5615135
"Ames, IA",92406,89542,3.2,0 to 5,42.034722,-93.62
"Elmira, NY",88506,88830,-0.36,-5 to 0,42.0897965,-76.8077338
"Corvallis, OR",86591,85579,1.18,0 to 5,44.5645659,-123.2620435
"Bloomsburg-Berwick, PA",85338,85562,-0.26,-5 to 0,41.003698,-76.4549457
"Grand Island, NE",83989,81850,2.61,0 to 5,40.9263957,-98.3420118
"Midland, MI",83919,83629,0.35,0 to 5,43.6155825,-84.2472116
"Grants Pass, OR",83306,82713,0.72,0 to 5,42.4390069,-123.3283925
"Pocatello, ID",83249,82839,0.49,0 to 5,42.8713032,-112.4455344
"Kokomo, IN",82760,82752,0.01,0 to 5,40.486427,-86.1336033
"Great Falls, MT",82384,81327,1.3,0 to 5,47.4941836,-111.2833449
"Casper, WY",80973,75450,7.32,5 to 10,42.866632,-106.313081
"Hinesville, GA",80759,77917,3.65,0 to 5,31.846877,-81.5959453
"Danville, IL",80329,81625,-1.59,-5 to 0,40.124481,-87.6300207
"Columbus, IN",79587,76794,3.64,0 to 5,39.2014404,-85.9213796
"Walla Walla, WA",63562,62859,1.12,0 to 5,46.0645809,-118.3430209
"Lewiston, ID-WA",62025,60888,1.87,0 to 5,46.4004089,-117.0011889
"Carson City, NV",54080,55274,-2.16,-5 to 0,39.1637984,-119.7674034
